source_file,Date,HomeTeam,AwayTeam,Inning,Top/Bottom,Outs,Balls,Strikes,PAofInning,PitchofPA,Pitcher,PitcherTeam,PitcherThrows,Batter,BatterTeam,PitchCall,KorBB,AutoPitchType,TaggedPitchType,RelSpeed,SpinRate,InducedVertBreak,HorzBreak,PlateLocSide,PlateLocHeight,PlayResult,TaggedHitType,ExitSpeed,Angle,Direction,Distance
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,4,1,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Changeup,Changeup,84.9,1869.0,10.1,-8.8,0.3,2.67,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,2,0,0,4,2,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,93.4,2276.0,18.6,-8.6,1.1,2.54,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,2,0,0,4,3,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,FoulBall,,Sinker,Sinker,89.7,2113.0,8.3,-13.4,0.09,1.96,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,2,0,0,4,4,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,FoulBall,,Four-Seam,Four-Seam,93.3,2508.0,18.6,-7.1,-0.03,1.55,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,2,0,0,4,5,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,Strikeout,Sinker,Sinker,88.9,2199.0,6.5,-14.7,-0.76,2.75,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,2,0,0,5,1,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,BallCalled,,Slider,Slider,80.7,2346.0,0.0,8.5,0.99,2.94,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,5,2,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,FoulBall,,Four-Seam,Four-Seam,91.8,2064.0,15.1,-6.6,-0.04,3.64,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,5,3,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeSwinging,,Slider,Slider,81.4,2277.0,2.2,5.6,-0.8,2.95,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,0,0,0,5,4,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,FoulBall,,Four-Seam,Four-Seam,91.8,2197.0,18.5,-2.1,-0.22,2.76,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,5,5,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeCalled,,Changeup,Changeup,81.0,1565.0,5.5,-15.1,0.78,2.68,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,0,0,0,1,1,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,90.4,2135.0,15.1,-6.8,0.53,3.57,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,1,2,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,BallCalled,,Sinker,Sinker,89.6,2083.0,2.3,-12.4,1.59,3.8,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,1,0,0,1,3,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,BallCalled,,Slider,Slider,81.0,2547.0,-0.0,4.1,-0.27,2.49,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,0,0,0,1,4,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeCalled,,Slider,Slider,80.1,2506.0,2.5,7.5,1.2,2.44,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,1,5,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeCalled,,Four-Seam,Four-Seam,89.8,2242.0,14.5,-7.4,0.04,2.9,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,1,6,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,InPlay,,Sinker,Sinker,88.4,2024.0,9.5,-15.4,0.48,2.69,Out,Popup,91.0,25.7,-12.2,111.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,2,1,"Keller, Ryan",OAK_COL,Left,"Carter, Alex",OAK_COL,StrikeCalled,,Changeup,Changeup,83.8,1940.0,7.6,-13.4,-0.81,3.12,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,1,0,0,2,2,"Keller, Ryan",OAK_COL,Left,"Carter, Alex",OAK_COL,BallCalled,,Changeup,Changeup,81.3,1690.0,7.2,-12.8,0.33,3.15,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,0,0,0,2,3,"Keller, Ryan",OAK_COL,Left,"Carter, Alex",OAK_COL,StrikeSwinging,,Changeup,Changeup,82.4,1630.0,8.3,-12.5,0.61,2.96,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,2,4,"Keller, Ryan",OAK_COL,Left,"Carter, Alex",OAK_COL,StrikeSwinging,Strikeout,Sinker,Sinker,89.7,2266.0,9.4,-18.6,-0.54,2.14,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,1,0,0,3,1,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,FoulBall,,Changeup,Changeup,83.0,1718.0,9.8,-12.8,-0.15,1.29,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,3,2,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,FoulBall,,Sinker,Sinker,89.9,2199.0,7.5,-11.4,0.93,1.81,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,0,0,0,3,3,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,FoulBall,,Four-Seam,Four-Seam,91.9,2158.0,14.8,-5.7,-1.0,3.3,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,0,0,0,3,4,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,InPlay,,Sinker,Sinker,89.9,2036.0,7.5,-18.0,0.79,1.97,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,4,1,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Four-Seam,Four-Seam,91.0,2103.0,16.7,-5.3,-0.43,3.57,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,1,0,0,4,2,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,InPlay,,Slider,Slider,80.6,2385.0,1.8,7.6,-0.58,2.15,Triple,Popup,80.7,19.0,-0.2,254.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,5,1,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeSwinging,,Sinker,Sinker,90.9,2190.0,4.4,-12.2,0.39,2.07,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,2,0,0,5,2,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,BallCalled,,Four-Seam,Four-Seam,92.8,2158.0,17.0,-9.7,-0.8,2.26,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,1,0,0,5,3,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,FoulBall,,Slider,Slider,82.3,2483.0,3.4,7.7,1.13,1.72,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,0,0,0,5,4,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeCalled,,Sinker,Sinker,88.9,2145.0,6.3,-11.9,0.47,2.21,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Bottom,0,0,0,5,5,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,InPlay,,Changeup,Changeup,85.5,1512.0,5.1,-12.9,0.48,2.81,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,1,0,0,1,1,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,BallCalled,,Slider,Slider,80.8,2320.0,5.5,4.6,-0.06,3.2,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,0,0,0,1,2,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,BallCalled,,Slider,Slider,80.6,2373.0,6.5,3.4,-0.41,3.36,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,1,0,0,1,3,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Changeup,Changeup,84.4,1616.0,8.3,-14.5,-0.13,2.42,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,1,0,0,1,4,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Sinker,Sinker,91.9,2022.0,9.6,-11.8,-0.77,2.14,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,2,0,0,2,1,"Ortiz, Caleb",OAK_COL,Right,"Reed, Tyler",OAK_COL,StrikeCalled,,Slider,Slider,82.5,2350.0,2.8,7.6,-0.31,1.53,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,0,0,0,2,2,"Ortiz, Caleb",OAK_COL,Right,"Reed, Tyler",OAK_COL,BallCalled,,Sinker,Sinker,89.6,2007.0,6.6,-12.8,-0.33,2.55,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,0,0,0,2,3,"Ortiz, Caleb",OAK_COL,Right,"Reed, Tyler",OAK_COL,StrikeCalled,,Four-Seam,Four-Seam,94.4,2084.0,17.2,-5.9,0.96,3.02,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,2,0,0,2,4,"Ortiz, Caleb",OAK_COL,Right,"Reed, Tyler",OAK_COL,BallCalled,,Four-Seam,Four-Seam,93.0,2308.0,14.1,-11.3,-0.41,3.18,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,2,0,0,2,5,"Ortiz, Caleb",OAK_COL,Right,"Reed, Tyler",OAK_COL,StrikeSwinging,,Slider,Slider,81.8,1998.0,2.8,4.3,0.22,1.94,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,2,0,0,3,1,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,BallCalled,,Slider,Slider,79.1,2320.0,2.0,8.6,1.16,2.87,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,0,0,0,3,2,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,StrikeCalled,,Slider,Slider,78.6,2357.0,5.0,8.6,-1.06,2.39,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,2,0,0,4,1,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,BallCalled,,Sinker,Sinker,88.1,2134.0,9.3,-12.8,0.08,1.85,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,0,0,0,4,2,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,StrikeSwinging,,Sinker,Sinker,88.9,2149.0,6.8,-14.0,0.24,1.07,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,0,0,0,4,3,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,94.0,2248.0,15.2,-1.0,2.12,2.06,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,0,0,0,4,4,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,91.8,2162.0,17.6,-7.4,1.42,2.96,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,1,0,0,5,1,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,BallCalled,,Four-Seam,Four-Seam,89.9,2489.0,15.0,-5.8,-0.22,2.72,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Top,1,0,0,5,2,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,InPlay,,Sinker,Sinker,89.6,2041.0,9.7,-12.7,0.27,1.52,Out,Popup,82.8,16.9,-10.8,277.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,2,0,0,1,1,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeCalled,,Changeup,Changeup,80.3,1792.0,7.3,-13.9,1.57,2.91,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,0,0,0,1,2,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,FoulBall,,Changeup,Changeup,85.1,1652.0,12.0,-15.2,0.23,2.68,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,1,0,0,1,3,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,FoulBall,,Sinker,Sinker,90.4,2383.0,12.2,-12.5,-1.35,2.67,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,1,0,0,1,4,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeSwinging,,Sinker,Sinker,88.8,2113.0,10.0,-14.7,0.5,1.22,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,0,0,0,1,5,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,FoulBall,,Four-Seam,Four-Seam,90.7,2158.0,18.0,-8.3,-1.54,1.57,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,0,0,0,1,6,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,InPlay,,Slider,Slider,78.6,2504.0,4.1,8.1,-0.67,2.38,Single,GroundBall,90.2,-20.9,10.1,79.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,1,0,0,2,1,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Slider,Slider,82.0,2376.0,1.3,9.9,0.88,2.46,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,2,0,0,2,2,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,,Slider,Slider,78.8,2409.0,2.8,8.3,-0.65,3.86,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,1,0,0,2,3,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Changeup,Changeup,84.4,1685.0,3.9,-9.1,-0.31,2.99,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,2,0,0,2,4,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,FoulBall,,Four-Seam,Four-Seam,92.7,2381.0,14.5,-7.0,-0.63,2.47,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,0,0,0,2,5,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,92.8,2541.0,16.5,-6.9,-1.11,2.92,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,0,0,0,2,6,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,InPlay,,Four-Seam,Four-Seam,90.6,2412.0,19.2,-7.8,-1.3,2.25,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,1,0,0,3,1,"Keller, Ryan",OAK_COL,Left,"Carter, Alex",OAK_COL,BallCalled,,Changeup,Changeup,82.4,1612.0,9.5,-11.0,0.78,2.32,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,1,0,0,3,2,"Keller, Ryan",OAK_COL,Left,"Carter, Alex",OAK_COL,BallCalled,Walk,Changeup,Changeup,83.7,1736.0,6.4,-13.5,-1.21,2.42,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,2,0,0,4,1,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeCalled,,Sinker,Sinker,90.2,2257.0,7.9,-13.8,1.27,2.32,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,2,0,0,4,2,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeCalled,,Sinker,Sinker,91.2,2122.0,4.4,-14.0,-0.12,3.66,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,1,0,0,4,3,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeSwinging,,Changeup,Changeup,83.7,1980.0,6.7,-11.3,-0.24,2.81,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,0,0,0,5,1,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,92.1,2327.0,15.0,-3.8,1.05,3.04,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,2,0,0,5,2,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,FoulBall,,Changeup,Changeup,84.9,1729.0,9.3,-16.8,-1.63,3.19,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,4,Bottom,0,0,0,5,3,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,StrikeSwinging,Strikeout,Sinker,Sinker,90.5,2415.0,9.7,-17.2,-0.16,2.61,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,1,0,0,1,1,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Changeup,Changeup,82.5,1849.0,10.3,-12.6,1.13,2.05,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,1,0,0,1,2,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,BallCalled,,Changeup,Changeup,84.1,1961.0,11.2,-9.4,-0.51,2.74,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,1,3,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,FoulBall,,Four-Seam,Four-Seam,94.6,2394.0,14.6,-7.4,0.03,3.27,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,1,4,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,FoulBall,,Changeup,Changeup,82.6,1883.0,5.6,-8.8,-0.54,2.85,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,1,5,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Changeup,Changeup,82.0,1887.0,9.4,-9.6,0.02,2.08,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,1,6,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,91.9,2148.0,15.1,-5.5,0.67,2.69,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,2,1,"Monroe, Jake",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,,Sinker,Sinker,88.1,2052.0,6.2,-11.7,0.58,2.35,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,1,0,0,2,2,"Monroe, Jake",OAK_COL,Right,"Carter, Alex",OAK_COL,BallCalled,,Changeup,Changeup,83.2,1736.0,10.5,-14.3,-0.66,2.42,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,2,3,"Monroe, Jake",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Sinker,Sinker,87.0,2195.0,9.4,-14.5,-0.43,2.78,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,2,4,"Monroe, Jake",OAK_COL,Right,"Carter, Alex",OAK_COL,InPlay,,Four-Seam,Four-Seam,90.0,2169.0,16.0,-6.4,-1.09,2.44,Out,Popup,97.7,27.2,36.1,65.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,3,1,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,StrikeSwinging,,Sinker,Sinker,89.3,2131.0,9.1,-13.8,0.56,2.65,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,3,2,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,BallCalled,,Slider,Slider,81.8,2258.0,2.5,3.9,0.87,2.02,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,3,3,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,BallCalled,,Sinker,Sinker,89.5,2114.0,7.1,-14.7,0.36,1.81,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,1,0,0,3,4,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,FoulBall,,Four-Seam,Four-Seam,93.5,2209.0,17.2,-10.7,-0.41,2.12,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,3,5,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,InPlay,,Slider,Slider,77.4,2244.0,4.2,8.1,-0.11,3.46,FieldersChoice,LineDrive,81.8,17.7,-8.6,157.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,4,1,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,BallCalled,,Slider,Slider,80.0,2273.0,2.8,6.8,-0.2,1.57,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,4,2,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,FoulBall,,Sinker,Sinker,91.5,2061.0,9.7,-14.9,-0.71,1.49,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,4,3,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,BallCalled,,Changeup,Changeup,81.5,2014.0,6.0,-14.7,-0.35,3.01,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,1,0,0,4,4,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,StrikeCalled,,Four-Seam,Four-Seam,93.3,2295.0,17.6,-5.2,0.48,2.81,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,4,5,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,FoulBall,,Sinker,Sinker,90.4,2236.0,7.5,-8.3,0.67,1.98,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,1,0,0,4,6,"Monroe, Jake",OAK_COL,Right,"Reed, Tyler",OAK_COL,InPlay,,Slider,Slider,78.7,2421.0,3.6,0.8,0.88,2.08,Out,GroundBall,90.4,35.3,5.8,201.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,5,1,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,StrikeCalled,,Slider,Slider,79.3,2418.0,0.6,9.4,0.03,2.1,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,5,2,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,FoulBall,,Sinker,Sinker,91.0,2065.0,6.2,-15.1,0.7,3.14,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,1,0,0,5,3,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,StrikeCalled,,Sinker,Sinker,88.5,2056.0,8.0,-15.7,-1.09,1.66,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,0,0,0,5,4,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,BallCalled,,Four-Seam,Four-Seam,91.7,2288.0,14.9,-7.7,-0.06,2.41,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Top,2,0,0,5,5,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,InPlay,,Sinker,Sinker,87.6,2166.0,7.9,-11.3,0.63,1.94,Single,FlyBall,73.0,-1.1,28.7,278.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Bottom,1,0,0,1,1,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,FoulBall,,Sinker,Sinker,90.8,2098.0,11.2,-9.8,0.1,2.74,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Bottom,0,0,0,1,2,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeSwinging,,Changeup,Changeup,82.8,1825.0,7.1,-13.0,-0.87,3.52,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Bottom,2,0,0,1,3,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,BallCalled,,Changeup,Changeup,83.8,1783.0,6.5,-12.5,0.75,2.9,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,5,Bottom,1,0,0,1,4,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeCalled,,Sinker,Sinker,89.9,1881.0,11.1,-11.1,0.66,3.59,,,,,,
